date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:53:11	461945/461945	---MCZ	200	added ('OK')	text/javascript	date:Thu,%2008%20Dec%202022%2002:29:14%20GMT	https://cfl.dropboxstatic.com/static/metaserver/static/js/alameda_bundle/alameda_bundle_ie_en-vflSsMkjr.js	C:/My%20Web%20Sites/dropbox%20dois/cfl.dropboxstatic.com/static/metaserver/static/js/alameda_bundle/alameda_bundle_ie_en-vflSsMkjr.js	(from https://www.dropbox.com/login?cont=%2Fhome)
13:53:11	4695/4695	---M--	200	added ('OK')	image/png	date:Thu,%2021%20Jul%202022%2021:40:15%20GMT	https://cfl.dropboxstatic.com/static/metaserver/static/images/logo-vflL7Ces6.png	C:/My%20Web%20Sites/dropbox%20dois/cfl.dropboxstatic.com/static/metaserver/static/images/logo-vflL7Ces6.png	(from https://www.dropbox.com/login?cont=%2Fhome)
13:53:11	193/193	---M--	200	added ('OK')	image/png	date:Thu,%2021%20Jul%202022%2021:40:16%20GMT	https://cfl.dropboxstatic.com/static/metaserver/static/images/x-small-active-vflYKfRuL.png	C:/My%20Web%20Sites/dropbox%20dois/cfl.dropboxstatic.com/static/metaserver/static/images/x-small-active-vflYKfRuL.png	(from https://www.dropbox.com/login?cont=%2Fhome)
13:53:12	25569/25569	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2021%20Dec%202022%2016:53:13%20GMT	https://www.dropbox.com/metaserver/static/js/privacy_consent/privacy_consent.module.css	C:/My%20Web%20Sites/dropbox%20dois/www.dropbox.com/metaserver/static/js/privacy_consent/privacy_consent.module.11.delayed	(from https://www.dropbox.com/login?cont=%2Fhome)
13:53:13	25569/25569	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2021%20Dec%202022%2016:53:13%20GMT	https://www.dropbox.com/metaserver/static/js/privacy_consent/sandbox_redirect.module.css	C:/My%20Web%20Sites/dropbox%20dois/www.dropbox.com/metaserver/static/js/privacy_consent/sandbox_redirect.module.12.delayed	(from https://www.dropbox.com/login?cont=%2Fhome)
13:53:13	25569/25569	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2021%20Dec%202022%2016:53:14%20GMT	https://www.dropbox.com/css!metaserver/static/js/ux_analytics/styles/devtools.module.out.css	C:/My%20Web%20Sites/dropbox%20dois/www.dropbox.com/css!metaserver/static/js/ux_analytics/styles/devtools.module.out.13.delayed	(from https://www.dropbox.com/login?cont=%2Fhome)
13:53:14	25569/25569	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2021%20Dec%202022%2016:53:15%20GMT	https://www.dropbox.com/metaserver/static/js/ux_analytics/styles/devtools.module.css	C:/My%20Web%20Sites/dropbox%20dois/www.dropbox.com/metaserver/static/js/ux_analytics/styles/devtools.module.14.delayed	(from https://www.dropbox.com/login?cont=%2Fhome)
13:53:15	25569/25569	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2021%20Dec%202022%2016:53:15%20GMT	https://www.dropbox.com/css!metaserver/static/js/privacy_consent/privacy_consent.module.out.css	C:/My%20Web%20Sites/dropbox%20dois/www.dropbox.com/css!metaserver/static/js/privacy_consent/privacy_consent.module.out.15.delayed	(from https://www.dropbox.com/login?cont=%2Fhome)
13:53:15	25569/25569	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2021%20Dec%202022%2016:53:16%20GMT	https://www.dropbox.com/css!metaserver/static/js/privacy_consent/sandbox_redirect.module.out.css	C:/My%20Web%20Sites/dropbox%20dois/www.dropbox.com/css!metaserver/static/js/privacy_consent/sandbox_redirect.module.out.16.delayed	(from https://www.dropbox.com/login?cont=%2Fhome)
13:53:17	157754/157754	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Dec%202022%2016:53:16%20GMT	https://www.dropbox.com/da_DK/login	C:/My%20Web%20Sites/dropbox%20dois/www.dropbox.com/da_DK/login.html	(from https://www.dropbox.com/login)
13:53:18	157829/157829	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Dec%202022%2016:53:19%20GMT	https://www.dropbox.com/de/login	C:/My%20Web%20Sites/dropbox%20dois/www.dropbox.com/de/login.html	(from https://www.dropbox.com/login)
13:53:20	157803/157803	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Dec%202022%2016:53:19%20GMT	https://www.dropbox.com/en_GB/login	C:/My%20Web%20Sites/dropbox%20dois/www.dropbox.com/en_GB/login.html	(from https://www.dropbox.com/login)
13:53:20	157836/157836	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Dec%202022%2016:53:20%20GMT	https://www.dropbox.com/es/login	C:/My%20Web%20Sites/dropbox%20dois/www.dropbox.com/es/login.html	(from https://www.dropbox.com/login)
13:53:21	157880/157880	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Dec%202022%2016:53:21%20GMT	https://www.dropbox.com/es_ES/login	C:/My%20Web%20Sites/dropbox%20dois/www.dropbox.com/es_ES/login.html	(from https://www.dropbox.com/login)
13:53:22	157993/157993	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Dec%202022%2016:53:22%20GMT	https://www.dropbox.com/fr/login	C:/My%20Web%20Sites/dropbox%20dois/www.dropbox.com/fr/login.html	(from https://www.dropbox.com/login)
13:53:23	157616/157616	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Dec%202022%2016:53:23%20GMT	https://www.dropbox.com/id/login	C:/My%20Web%20Sites/dropbox%20dois/www.dropbox.com/id/login.html	(from https://www.dropbox.com/login)
13:53:24	157745/157745	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Dec%202022%2016:53:24%20GMT	https://www.dropbox.com/it/login	C:/My%20Web%20Sites/dropbox%20dois/www.dropbox.com/it/login.html	(from https://www.dropbox.com/login)
13:53:25	158265/158265	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Dec%202022%2016:53:26%20GMT	https://www.dropbox.com/ja/login	C:/My%20Web%20Sites/dropbox%20dois/www.dropbox.com/ja/login.html	(from https://www.dropbox.com/login)
13:53:26	157921/157921	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Dec%202022%2016:53:26%20GMT	https://www.dropbox.com/ko/login	C:/My%20Web%20Sites/dropbox%20dois/www.dropbox.com/ko/login.html	(from https://www.dropbox.com/login)
13:53:27	157673/157673	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Dec%202022%2016:53:27%20GMT	https://www.dropbox.com/ms/login	C:/My%20Web%20Sites/dropbox%20dois/www.dropbox.com/ms/login.html	(from https://www.dropbox.com/login)
13:53:28	157746/157746	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Dec%202022%2016:53:28%20GMT	https://www.dropbox.com/nb_NO/login	C:/My%20Web%20Sites/dropbox%20dois/www.dropbox.com/nb_NO/login.html	(from https://www.dropbox.com/login)
13:53:29	157760/157760	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Dec%202022%2016:53:29%20GMT	https://www.dropbox.com/nl_NL/login	C:/My%20Web%20Sites/dropbox%20dois/www.dropbox.com/nl_NL/login.html	(from https://www.dropbox.com/login)
13:53:30	157934/157934	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Dec%202022%2016:53:30%20GMT	https://www.dropbox.com/pl/login	C:/My%20Web%20Sites/dropbox%20dois/www.dropbox.com/pl/login.html	(from https://www.dropbox.com/login)
13:53:30	157850/157850	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Dec%202022%2016:53:31%20GMT	https://www.dropbox.com/pt_BR/login	C:/My%20Web%20Sites/dropbox%20dois/www.dropbox.com/pt_BR/login.html	(from https://www.dropbox.com/login)
13:53:31	159097/159097	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Dec%202022%2016:53:32%20GMT	https://www.dropbox.com/ru/login	C:/My%20Web%20Sites/dropbox%20dois/www.dropbox.com/ru/login.html	(from https://www.dropbox.com/login)
13:53:32	157738/157738	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Dec%202022%2016:53:33%20GMT	https://www.dropbox.com/sv_SE/login	C:/My%20Web%20Sites/dropbox%20dois/www.dropbox.com/sv_SE/login.html	(from https://www.dropbox.com/login)
13:53:33	159607/159607	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Dec%202022%2016:53:33%20GMT	https://www.dropbox.com/th_TH/login	C:/My%20Web%20Sites/dropbox%20dois/www.dropbox.com/th_TH/login.html	(from https://www.dropbox.com/login)
13:53:34	158978/158978	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Dec%202022%2016:53:34%20GMT	https://www.dropbox.com/uk_UA/login	C:/My%20Web%20Sites/dropbox%20dois/www.dropbox.com/uk_UA/login.html	(from https://www.dropbox.com/login)
13:53:35	157637/157637	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Dec%202022%2016:53:35%20GMT	https://www.dropbox.com/zh_CN/login	C:/My%20Web%20Sites/dropbox%20dois/www.dropbox.com/zh_CN/login.html	(from https://www.dropbox.com/login)
13:53:36	157658/157658	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Dec%202022%2016:53:36%20GMT	https://www.dropbox.com/zh_TW/login	C:/My%20Web%20Sites/dropbox%20dois/www.dropbox.com/zh_TW/login.html	(from https://www.dropbox.com/login)
13:53:36	10945/10945	---M--	200	added ('OK')	image/jpeg	date:Thu,%2021%20Jul%202022%2021:40:15%20GMT	https://cfl.dropboxstatic.com/static/metaserver/static/images/earthrisechopped-vflv6G6su.jpg	C:/My%20Web%20Sites/dropbox%20dois/cfl.dropboxstatic.com/static/metaserver/static/images/earthrisechopped-vflv6G6su.jpg	(from https://cfl.dropboxstatic.com/static/metaserver/static/css/main-vflJq78kL.css)
13:53:36	193/193	---M--	200	added ('OK')	image/png	date:Thu,%2021%20Jul%202022%2021:40:16%20GMT	https://cfl.dropboxstatic.com/static/metaserver/static/images/x-small-inactive-vflYKfRuL.png	C:/My%20Web%20Sites/dropbox%20dois/cfl.dropboxstatic.com/static/metaserver/static/images/x-small-inactive-vflYKfRuL.png	(from https://cfl.dropboxstatic.com/static/metaserver/static/css/main-vflJq78kL.css)
13:53:36	193/193	---M--	200	added ('OK')	image/png	date:Fri,%2022%20Jul%202022%2016:47:31%20GMT	https://cfl.dropboxstatic.com/static/metaserver/static/images/x-small-pressed-vflYKfRuL.png	C:/My%20Web%20Sites/dropbox%20dois/cfl.dropboxstatic.com/static/metaserver/static/images/x-small-pressed-vflYKfRuL.png	(from https://cfl.dropboxstatic.com/static/metaserver/static/css/main-vflJq78kL.css)
13:53:36	621/621	---M--	200	added ('OK')	image/png	date:Fri,%2022%20Jul%202022%2016:47:31%20GMT	https://cfl.dropboxstatic.com/static/metaserver/static/images/tokens/token-vflrppjFm.png	C:/My%20Web%20Sites/dropbox%20dois/cfl.dropboxstatic.com/static/metaserver/static/images/tokens/token-vflrppjFm.png	(from https://cfl.dropboxstatic.com/static/metaserver/static/css/main-vflJq78kL.css)
13:53:37	613/613	---M--	200	added ('OK')	image/png	date:Thu,%2021%20Jul%202022%2021:40:53%20GMT	https://cfl.dropboxstatic.com/static/metaserver/static/images/tokens/token_hover-vflBO4qD1.png	C:/My%20Web%20Sites/dropbox%20dois/cfl.dropboxstatic.com/static/metaserver/static/images/tokens/token_hover-vflBO4qD1.png	(from https://cfl.dropboxstatic.com/static/metaserver/static/css/main-vflJq78kL.css)
13:53:37	119/119	---M--	200	added ('OK')	image/png	date:Fri,%2022%20Jul%202022%2016:47:32%20GMT	https://cfl.dropboxstatic.com/static/metaserver/static/images/tokens/token_close-vflQfmPVE.png	C:/My%20Web%20Sites/dropbox%20dois/cfl.dropboxstatic.com/static/metaserver/static/images/tokens/token_close-vflQfmPVE.png	(from https://cfl.dropboxstatic.com/static/metaserver/static/css/main-vflJq78kL.css)
13:53:37	623/623	---M--	200	added ('OK')	image/png	date:Fri,%2022%20Jul%202022%2016:47:32%20GMT	https://cfl.dropboxstatic.com/static/metaserver/static/images/tokens/er_token-vflniwpEy.png	C:/My%20Web%20Sites/dropbox%20dois/cfl.dropboxstatic.com/static/metaserver/static/images/tokens/er_token-vflniwpEy.png	(from https://cfl.dropboxstatic.com/static/metaserver/static/css/main-vflJq78kL.css)
13:53:37	612/612	---M--	200	added ('OK')	image/png	date:Thu,%2021%20Jul%202022%2021:40:53%20GMT	https://cfl.dropboxstatic.com/static/metaserver/static/images/tokens/er_token_hover-vflXal_JN.png	C:/My%20Web%20Sites/dropbox%20dois/cfl.dropboxstatic.com/static/metaserver/static/images/tokens/er_token_hover-vflXal_JN.png	(from https://cfl.dropboxstatic.com/static/metaserver/static/css/main-vflJq78kL.css)
13:53:38	119/119	---M--	200	added ('OK')	image/png	date:Fri,%2022%20Jul%202022%2016:47:31%20GMT	https://cfl.dropboxstatic.com/static/metaserver/static/images/tokens/er_token_close-vflw-1uHD.png	C:/My%20Web%20Sites/dropbox%20dois/cfl.dropboxstatic.com/static/metaserver/static/images/tokens/er_token_close-vflw-1uHD.png	(from https://cfl.dropboxstatic.com/static/metaserver/static/css/main-vflJq78kL.css)
13:53:38	651/651	---M--	200	added ('OK')	image/png	date:Fri,%2022%20Jul%202022%2016:47:32%20GMT	https://cfl.dropboxstatic.com/static/metaserver/static/images/tokens/w_token-vfl9rjynV.png	C:/My%20Web%20Sites/dropbox%20dois/cfl.dropboxstatic.com/static/metaserver/static/images/tokens/w_token-vfl9rjynV.png	(from https://cfl.dropboxstatic.com/static/metaserver/static/css/main-vflJq78kL.css)
13:53:38	639/639	---M--	200	added ('OK')	image/png	date:Thu,%2021%20Jul%202022%2021:40:52%20GMT	https://cfl.dropboxstatic.com/static/metaserver/static/images/tokens/w_token_hover-vflTRtwW6.png	C:/My%20Web%20Sites/dropbox%20dois/cfl.dropboxstatic.com/static/metaserver/static/images/tokens/w_token_hover-vflTRtwW6.png	(from https://cfl.dropboxstatic.com/static/metaserver/static/css/main-vflJq78kL.css)
13:53:38	164/164	---M--	200	added ('OK')	image/png	date:Fri,%2022%20Jul%202022%2016:47:31%20GMT	https://cfl.dropboxstatic.com/static/metaserver/static/images/tokens/w_token_close-vfl57bsSl.png	C:/My%20Web%20Sites/dropbox%20dois/cfl.dropboxstatic.com/static/metaserver/static/images/tokens/w_token_close-vfl57bsSl.png	(from https://cfl.dropboxstatic.com/static/metaserver/static/css/main-vflJq78kL.css)
13:53:38	575/575	---M--	200	added ('OK')	image/png	date:Thu,%2021%20Jul%202022%2021:40:53%20GMT	https://cfl.dropboxstatic.com/static/metaserver/static/images/tokens/token_selected-vfl6BDgcp.png	C:/My%20Web%20Sites/dropbox%20dois/cfl.dropboxstatic.com/static/metaserver/static/images/tokens/token_selected-vfl6BDgcp.png	(from https://cfl.dropboxstatic.com/static/metaserver/static/css/main-vflJq78kL.css)
13:53:39	598/598	---M--	200	added ('OK')	image/png	date:Thu,%2021%20Jul%202022%2021:40:52%20GMT	https://cfl.dropboxstatic.com/static/metaserver/static/images/tokens/er_token_selected-vflutxYy5.png	C:/My%20Web%20Sites/dropbox%20dois/cfl.dropboxstatic.com/static/metaserver/static/images/tokens/er_token_selected-vflutxYy5.png	(from https://cfl.dropboxstatic.com/static/metaserver/static/css/main-vflJq78kL.css)
13:53:39	629/629	---M--	200	added ('OK')	image/png	date:Thu,%2021%20Jul%202022%2021:40:53%20GMT	https://cfl.dropboxstatic.com/static/metaserver/static/images/tokens/w_token_selected-vflbeHi5X.png	C:/My%20Web%20Sites/dropbox%20dois/cfl.dropboxstatic.com/static/metaserver/static/images/tokens/w_token_selected-vflbeHi5X.png	(from https://cfl.dropboxstatic.com/static/metaserver/static/css/main-vflJq78kL.css)
13:53:39	50/50	---M--	200	added ('OK')	image/gif	date:Fri,%2022%20Jul%202022%2016:47:31%20GMT	https://cfl.dropboxstatic.com/static/metaserver/static/images/dots-vflPwuWRn.gif	C:/My%20Web%20Sites/dropbox%20dois/cfl.dropboxstatic.com/static/metaserver/static/images/dots-vflPwuWRn.gif	(from https://cfl.dropboxstatic.com/static/metaserver/static/css/main-vflJq78kL.css)
13:53:39	44/44	---M--	200	added ('OK')	image/gif	date:Thu,%2021%20Jul%202022%2021:40:15%20GMT	https://cfl.dropboxstatic.com/static/metaserver/static/images/skinny_dots-vfldI7ERm.gif	C:/My%20Web%20Sites/dropbox%20dois/cfl.dropboxstatic.com/static/metaserver/static/images/skinny_dots-vfldI7ERm.gif	(from https://cfl.dropboxstatic.com/static/metaserver/static/css/main-vflJq78kL.css)
13:53:40	152/152	---M--	200	added ('OK')	image/png	date:Thu,%2021%20Jul%202022%2021:40:35%20GMT	https://cfl.dropboxstatic.com/static/metaserver/static/images/icons/lquote-vfleLEP9D.png	C:/My%20Web%20Sites/dropbox%20dois/cfl.dropboxstatic.com/static/metaserver/static/images/icons/lquote-vfleLEP9D.png	(from https://cfl.dropboxstatic.com/static/metaserver/static/css/main-vflJq78kL.css)
13:53:40	159/159	---M--	200	added ('OK')	image/png	date:Fri,%2022%20Jul%202022%2016:47:31%20GMT	https://cfl.dropboxstatic.com/static/metaserver/static/images/icons/rquote-vfl_1CBoV.png	C:/My%20Web%20Sites/dropbox%20dois/cfl.dropboxstatic.com/static/metaserver/static/images/icons/rquote-vfl_1CBoV.png	(from https://cfl.dropboxstatic.com/static/metaserver/static/css/main-vflJq78kL.css)
13:53:40	5595/5595	---M--	200	added ('OK')	image/png	date:Fri,%2022%20Jul%202022%2016:47:31%20GMT	https://cfl.dropboxstatic.com/static/metaserver/static/images/download_button-vflSjG2SU.png	C:/My%20Web%20Sites/dropbox%20dois/cfl.dropboxstatic.com/static/metaserver/static/images/download_button-vflSjG2SU.png	(from https://cfl.dropboxstatic.com/static/metaserver/static/css/main-vflJq78kL.css)
13:53:40	282/282	---M--	200	added ('OK')	image/gif	date:Thu,%2021%20Jul%202022%2021:40:34%20GMT	https://cfl.dropboxstatic.com/static/metaserver/static/images/icons/bullet_blue-vfleICrKj.gif	C:/My%20Web%20Sites/dropbox%20dois/cfl.dropboxstatic.com/static/metaserver/static/images/icons/bullet_blue-vfleICrKj.gif	(from https://cfl.dropboxstatic.com/static/metaserver/static/css/main-vflJq78kL.css)
13:53:40	307/307	---M--	200	added ('OK')	image/png	date:Thu,%2021%20Jul%202022%2021:40:15%20GMT	https://cfl.dropboxstatic.com/static/metaserver/static/images/bubble_tl-vfl6cABbS.png	C:/My%20Web%20Sites/dropbox%20dois/cfl.dropboxstatic.com/static/metaserver/static/images/bubble_tl-vfl6cABbS.png	(from https://cfl.dropboxstatic.com/static/metaserver/static/css/main-vflJq78kL.css)
13:53:41	311/311	---M--	200	added ('OK')	image/png	date:Thu,%2021%20Jul%202022%2021:40:15%20GMT	https://cfl.dropboxstatic.com/static/metaserver/static/images/bubble_tr-vflrB536R.png	C:/My%20Web%20Sites/dropbox%20dois/cfl.dropboxstatic.com/static/metaserver/static/images/bubble_tr-vflrB536R.png	(from https://cfl.dropboxstatic.com/static/metaserver/static/css/main-vflJq78kL.css)
13:53:41	317/317	---M--	200	added ('OK')	image/png	date:Thu,%2021%20Jul%202022%2021:40:15%20GMT	https://cfl.dropboxstatic.com/static/metaserver/static/images/bubble_bl-vflMdxQ1O.png	C:/My%20Web%20Sites/dropbox%20dois/cfl.dropboxstatic.com/static/metaserver/static/images/bubble_bl-vflMdxQ1O.png	(from https://cfl.dropboxstatic.com/static/metaserver/static/css/main-vflJq78kL.css)
13:53:41	312/312	---M--	200	added ('OK')	image/png	date:Thu,%2021%20Jul%202022%2021:40:15%20GMT	https://cfl.dropboxstatic.com/static/metaserver/static/images/bubble_br-vflU2zuvO.png	C:/My%20Web%20Sites/dropbox%20dois/cfl.dropboxstatic.com/static/metaserver/static/images/bubble_br-vflU2zuvO.png	(from https://cfl.dropboxstatic.com/static/metaserver/static/css/main-vflJq78kL.css)
13:53:41	107/107	---M--	200	added ('OK')	image/png	date:Fri,%2022%20Jul%202022%2016:47:31%20GMT	https://cfl.dropboxstatic.com/static/metaserver/static/images/bubble_t-vflgeQa3q.png	C:/My%20Web%20Sites/dropbox%20dois/cfl.dropboxstatic.com/static/metaserver/static/images/bubble_t-vflgeQa3q.png	(from https://cfl.dropboxstatic.com/static/metaserver/static/css/main-vflJq78kL.css)
13:53:42	107/107	---M--	200	added ('OK')	image/png	date:Thu,%2021%20Jul%202022%2021:40:15%20GMT	https://cfl.dropboxstatic.com/static/metaserver/static/images/bubble_b-vflhe-s45.png	C:/My%20Web%20Sites/dropbox%20dois/cfl.dropboxstatic.com/static/metaserver/static/images/bubble_b-vflhe-s45.png	(from https://cfl.dropboxstatic.com/static/metaserver/static/css/main-vflJq78kL.css)
13:53:42	104/104	---M--	200	added ('OK')	image/png	date:Thu,%2021%20Jul%202022%2021:40:15%20GMT	https://cfl.dropboxstatic.com/static/metaserver/static/images/bubble_l-vflk7FP1Z.png	C:/My%20Web%20Sites/dropbox%20dois/cfl.dropboxstatic.com/static/metaserver/static/images/bubble_l-vflk7FP1Z.png	(from https://cfl.dropboxstatic.com/static/metaserver/static/css/main-vflJq78kL.css)
13:53:42	104/104	---M--	200	added ('OK')	image/png	date:Fri,%2022%20Jul%202022%2016:47:31%20GMT	https://cfl.dropboxstatic.com/static/metaserver/static/images/bubble_r-vfljSgzWm.png	C:/My%20Web%20Sites/dropbox%20dois/cfl.dropboxstatic.com/static/metaserver/static/images/bubble_r-vfljSgzWm.png	(from https://cfl.dropboxstatic.com/static/metaserver/static/css/main-vflJq78kL.css)
13:53:42	268/268	---M--	200	added ('OK')	image/png	date:Fri,%2022%20Jul%202022%2016:47:31%20GMT	https://cfl.dropboxstatic.com/static/metaserver/static/images/bluebubble_tl-vfl4G9bEE.png	C:/My%20Web%20Sites/dropbox%20dois/cfl.dropboxstatic.com/static/metaserver/static/images/bluebubble_tl-vfl4G9bEE.png	(from https://cfl.dropboxstatic.com/static/metaserver/static/css/main-vflJq78kL.css)
